MUN,ZONA,SECAO,LOCAL,URNA,SERIEFC,DHCARGA,CODCARGA,DHABERTURA,DHENCERRAMENTO,ELAPTOS,ELCOMPARECIMENTO,BOULOS,MARCAL,NUNES,TABATA
71072,5,196,1139,2050763,8A62B12C,20240929T120200,190074573497402552601132,20241006T080001,20241006T170641,351,212,93,40,37,30
71072,5,197,1139,2050780,8A62B12C,20240929T120800,402195895018032488544877,20241006T080001,20241006T170425,352,217,92,41,36,30
71072,5,198,1139,2315126,B5E45F9D,20241002T123900,149569149288342340715777,20241006T080001,20241006T170759,351,211,91,34,38,28
71072,5,199,1139,2010011,8A62B12C,20240929T122100,836438543261152646841938,20241006T080001,20241006T170745,348,218,92,33,51,30
71072,5,200,1139,2032958,8A62B12C,20240929T122500,796034973857398852310045,20241006T080002,20241006T170834,349,204,93,24,43,24
71072,5,203,1139,2315221,8A62B12C,20240929T124000,624317130240051580603093,20241006T080001,20241006T170753,349,218,93,39,47,21
71072,5,205,1139,2049822,8A62B12C,20240929T124800,452600188423440984897511,20241006T080001,20241006T170657,349,224,96,32,49,38
71072,5,206,1139,2314008,8A62B12C,20240929T125300,523307361030256981943664,20241006T080001,20241006T170743,350,216,89,35,53,34
71072,5,209,1139,2050575,8A62B12C,20240929T142400,856640021563604557831552,20241006T080001,20241006T170826,345,201,91,24,45,30
71072,5,289,1139,2046202,8A62B12C,20240929T143400,876842603565710634702389,20241006T080001,20241006T170102,349,229,94,40,47,29
71072,5,301,1139,2047134,8A62B12C,20240929T144400,291084673007227449317460,20241006T080001,20241006T170214,349,230,101,28,53,32
71072,5,304,1139,2050887,8A62B12C,20240929T150400,937448647371614134815325,20241006T080001,20241006T170115,347,225,97,26,47,35
71072,5,309,1139,2050588,8A62B12C,20240929T151800,533408792131585886700325,20241006T080001,20241006T170618,346,217,91,35,54,26
71072,5,312,1139,2047423,8A62B12C,20240930T094000,361791923814798581858328,20241006T080001,20241006T170614,349,252,112,36,40,47
71072,5,315,1139,2049696,8A62B12C,20240930T094600,644519530242494452368715,20241006T080001,20241006T170617,348,248,107,43,46,39
71072,5,324,1139,2050713,8A62B12C,20240930T095500,472802320725349391511736,20241006T080001,20241006T170708,351,244,108,39,48,37
71072,5,327,1139,2044296,8A62B12C,20240930T101400,614216792639132669492967,20241006T080001,20241006T170540,361,254,102,40,52,43
71072,5,332,1350,2045666,536BC1E3,20240930T104500,149569848355002928957951,20241006T080001,20241006T171309,373,287,115,47,66,45
71072,5,334,1350,2010242,536BC1E3,20240930T114900,957650870036208245685325,20241006T080001,20241006T171337,371,237,103,36,53,30
71072,5,336,1350,2049783,536BC1E3,20240930T120000,856640999226220855147101,20241006T080500,20241006T171252,368,265,113,44,55,34
71072,5,338,1350,2047120,536BC1E3,20240930T120900,169771527057169592468030,20241006T080001,20241006T171159,369,260,115,39,53,31
71072,5,339,1350,2046733,536BC1E3,20240930T121300,876842341228541164615186,20241006T080001,20241006T171117,372,262,122,36,47,39
71072,5,340,1350,2050611,536BC1E3,20240930T122000,634418189804185334269434,20241006T080001,20241006T171126,368,240,112,35,53,23
71072,6,136,1104,2265664,DAD23038,20240925T171900,311297271809298173694744,20241006T080001,20241006T170219,382,270,112,46,69,25
71072,6,467,1163,2047201,13D139CD,20240927T161200,927358474071489968717050,20241006T080316,20241006T170837,380,307,132,53,52,37
