MUN,ZONA,SECAO,LOCAL,URNA,SERIEFC,DHCARGA,CODCARGA,DHABERTURA,DHENCERRAMENTO,ELAPTOS,ELCOMPARECIMENTO,BOULOS,MARCAL,NUNES,TABATA

71072,248,887,1953,2051125,EAE5FF47,20240924T165400,210255267765008845448797,20241006T080001,20241006T170143,43,31,8,4,,16
71072,4,439,1473,1668523,E41E7277,20240926T165200,998043997267823451534283,20241006T130308,20241006T170043,23,16,5,1,,7
